variant,venue_key,query_id,primary_probe,elapsed_s,timed_out,error,synth_outcome,gap_ran,specialists_dispatched,p1_urls,p1_unique_domains,p1_top_domain,p1_top_domain_share,p1_category_count,p1_categories,final_urls,final_unique_domains,final_top_domain,final_top_domain_share,final_category_count,final_categories,wall_brand_count,wall_brands,has_google_maps_pill,has_google_reviews_pill,has_tripadvisor_pill,tokens_total,tokens_prompt,tokens_candidates,tool_call_counts,faithfulness,completeness,specificity,investigative_stance,judge_error
V3,monsun,q3_price_comparison,True,213.67,False,,ok,False,"marketing_digital,menu_pricing,review_analyst",9,4,pyszne.pl,0.556,1,consumer_platforms,9,4,pyszne.pl,0.556,1,consumer_platforms,1,Wolt,True,True,False,201985,166471,7272,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""search_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 6, ""find_tripadvisor_restaurant"": 2}",2,5,4,5,
V3,monsun,q4_sentiment_themes,False,204.1,False,,ok,False,"guest_intelligence,review_analyst",17,11,trojmiasto.pl,0.294,3,community;consumer_platforms;industry,17,11,trojmiasto.pl,0.294,3,community;consumer_platforms;industry,1,Wolt,True,True,False,184998,165831,7113,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""search_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 6, ""find_tripadvisor_restaurant"": 2}",5,5,5,5,
V3,monsun,q5_thriving_formats,False,188.99,False,,ok,False,"location_traffic,market_landscape",17,9,trojmiasto.pl,0.529,4,commercial_listings;community;industry;local_press,17,9,trojmiasto.pl,0.529,4,commercial_listings;community;industry;local_press,0,,True,False,False,136777,114117,5839,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1}",2,5,3,5,
V3,monsun,q6_market_saturation,False,230.08,False,,ok,False,"location_traffic,market_landscape,marketing_digital,menu_pricing",39,25,trojmiasto.pl,0.231,4,community;consumer_platforms;industry;local_press,39,25,trojmiasto.pl,0.231,4,community;consumer_platforms;industry;local_press,1,Wolt,True,False,False,167635,127140,11597,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1}",2,5,4,5,
V3,monsun,q7_market_performance,False,269.83,False,,ok,False,"location_traffic,market_landscape,menu_pricing,revenue_sales,review_analyst",54,31,trojmiasto.pl,0.204,6,commercial_listings;community;consumer_platforms;influencers_blogs;local_press;official_registry,54,31,trojmiasto.pl,0.204,6,commercial_listings;community;consumer_platforms;influencers_blogs;local_press;official_registry,2,Uber Eats;Wolt,True,True,False,272435,220988,10562,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""search_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 3, ""find_tripadvisor_restaurant"": 8, ""get_tripadvisor_reviews"": 1}",5,5,5,5,
V3,monsun,q8_wage_benchmarks,False,186.09,False,,ok,False,"dynamic_researcher_1,operations",30,6,jooble.org,0.367,1,commercial_listings,30,6,jooble.org,0.367,1,commercial_listings,0,,True,False,False,49045,30912,4859,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""set_specialist_briefs"": 1}",1,5,2,5,
V3,sliwka_w_kompot,q1_openings_closings,True,247.83,False,,ok,False,"market_landscape,marketing_digital,menu_pricing",3,2,facebook.com,0.667,0,,1,1,google.com,1.0,0,,0,,True,False,False,173432,133127,8684,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""fetch_web_content"": 2}",1,5,2,5,
V3,sliwka_w_kompot,q2_closures_lessons,True,185.23,False,,ok,False,"market_landscape,marketing_digital,menu_pricing",17,10,esopot.pl,0.353,2,community;consumer_platforms,17,10,esopot.pl,0.353,2,community;consumer_platforms,1,Uber Eats,True,False,False,147101,115523,7465,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1}",2,5,3,5,
V3,sliwka_w_kompot,q3_price_comparison,True,276.09,False,,ok,False,"marketing_digital,menu_pricing,review_analyst",13,6,blekitnypudel.pl,0.231,1,consumer_platforms,6,4,wolt.com,0.333,1,consumer_platforms,1,Wolt,True,True,False,282833,241795,8762,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 5, ""find_tripadvisor_restaurant"": 2, ""fetch_web_content"": 9, ""get_tripadvisor_reviews"": 1}",4,5,5,5,
V3,sliwka_w_kompot,q4_sentiment_themes,False,246.63,False,,ok,False,"guest_intelligence,review_analyst",2,1,google.com,1.0,0,,2,1,google.com,1.0,0,,0,,True,True,False,207087,183426,8340,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 4, ""find_tripadvisor_restaurant"": 7, ""get_tripadvisor_reviews"": 2}",1,5,1,5,
V3,sliwka_w_kompot,q5_thriving_formats,False,196.63,False,,ok,False,"guest_intelligence,location_traffic,market_landscape",33,20,trojmiasto.pl,0.212,3,commercial_listings;community;local_press,33,20,trojmiasto.pl,0.212,3,commercial_listings;community;local_press,0,,True,False,False,150472,122861,7610,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1}",2,5,3,4,
V3,sliwka_w_kompot,q6_market_saturation,False,179.36,False,,ok,False,"location_traffic,market_landscape,marketing_digital",19,13,trojmiasto.pl,0.211,2,commercial_listings;community,19,13,trojmiasto.pl,0.211,2,commercial_listings;community,0,,True,False,False,150263,127794,7867,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1}",3,5,4,5,
V3,sliwka_w_kompot,q7_market_performance,False,159.24,False,,ok,False,"market_landscape,marketing_digital,menu_pricing",44,19,trojmiasto.pl,0.25,3,community;consumer_platforms;local_press,44,19,trojmiasto.pl,0.25,3,community;consumer_platforms;local_press,1,Uber Eats,True,False,False,137315,111480,6572,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1}",2,5,3,5,
V3,sliwka_w_kompot,q8_wage_benchmarks,False,170.9,False,,ok,False,"dynamic_researcher_1,operations",30,11,olx.pl,0.3,3,commercial_listings;community;local_press,30,11,olx.pl,0.3,3,commercial_listings;community;local_press,0,,True,False,False,55639,34827,5225,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""set_specialist_briefs"": 1}",1,5,0,5,
