variant,venue_key,query_id,primary_probe,elapsed_s,timed_out,error,synth_outcome,gap_ran,specialists_dispatched,p1_urls,p1_unique_domains,p1_top_domain,p1_top_domain_share,p1_category_count,p1_categories,final_urls,final_unique_domains,final_top_domain,final_top_domain_share,final_category_count,final_categories,wall_brand_count,wall_brands,has_google_maps_pill,has_google_reviews_pill,has_tripadvisor_pill,tokens_total,tokens_prompt,tokens_candidates,tool_call_counts,faithfulness,completeness,specificity,investigative_stance,judge_error
V2_3,monsun,q3_price_comparison,True,261.14,False,,ok,False,"marketing_digital,menu_pricing,review_analyst",16,12,wolt.com,0.25,2,community;consumer_platforms,15,12,wolt.com,0.2,2,community;consumer_platforms,1,Wolt,True,True,False,185460,151905,8201,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""search_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 5, ""find_tripadvisor_restaurant"": 1, ""fetch_web_content"": 1}",5,5,5,5,
V2_3,monsun,q4_sentiment_themes,False,236.62,False,,ok,False,"guest_intelligence,menu_pricing,review_analyst",10,7,wolt.com,0.3,1,consumer_platforms,8,5,wolt.com,0.375,1,consumer_platforms,1,Wolt,True,True,False,151278,120230,7161,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""search_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 1, ""find_tripadvisor_restaurant"": 1, ""fetch_web_content"": 2}",3,5,3,5,
V2_3,monsun,q5_thriving_formats,False,237.09,False,,ok,False,"location_traffic,market_landscape,menu_pricing,review_analyst",31,20,trojmiasto.pl,0.194,3,community;consumer_platforms;industry,31,20,trojmiasto.pl,0.194,3,community;consumer_platforms;industry,1,Wolt,True,True,False,173924,135608,9166,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 1, ""find_tripadvisor_restaurant"": 1}",1,5,2,5,
V2_3,monsun,q6_market_saturation,False,235.54,False,,ok,False,"location_traffic,market_landscape,menu_pricing,review_analyst",30,22,trojmiasto.pl,0.233,2,commercial_listings;community,30,22,trojmiasto.pl,0.233,2,commercial_listings;community,0,,True,True,False,177700,145066,9017,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 6, ""find_tripadvisor_restaurant"": 1}",2,5,3,5,
V2_3,monsun,q7_market_performance,False,289.44,False,,ok,False,"location_traffic,market_landscape,marketing_digital,menu_pricing,operations,review_analyst",59,31,trojmiasto.pl,0.339,6,commercial_listings;community;consumer_platforms;industry;local_press;official_registry,57,29,trojmiasto.pl,0.351,6,commercial_listings;community;consumer_platforms;industry;local_press;official_registry,1,Wolt,True,True,False,228789,161202,11667,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""search_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""find_tripadvisor_restaurant"": 1, ""get_google_reviews"": 1, ""fetch_web_content"": 2}",2,5,3,5,
V2_3,monsun,q8_wage_benchmarks,False,147.42,False,,ok,False,"dynamic_researcher_1,operations",25,15,jooble.org,0.24,2,commercial_listings;community,25,15,jooble.org,0.24,2,commercial_listings;community,0,,True,False,False,57960,33928,6125,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""set_specialist_briefs"": 1}",1,5,2,5,
V2_3,sliwka_w_kompot,q1_openings_closings,True,245.05,False,,ok,False,"market_landscape,marketing_digital,menu_pricing,review_analyst",29,14,trojmiasto.pl,0.207,3,community;consumer_platforms;local_press,25,13,trojmiasto.pl,0.24,3,community;consumer_platforms;local_press,1,TripAdvisor,True,True,True,230187,190681,12479,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 6, ""find_tripadvisor_restaurant"": 1, ""fetch_web_content"": 6, ""get_tripadvisor_reviews"": 1}",4,5,5,5,
V2_3,sliwka_w_kompot,q2_closures_lessons,True,282.34,False,,ok,False,"location_traffic,market_landscape,marketing_digital,menu_pricing,review_analyst",38,20,esopot.pl,0.237,4,community;consumer_platforms;industry;local_press,38,20,esopot.pl,0.237,4,community;consumer_platforms;industry;local_press,1,TripAdvisor,True,True,True,203245,157391,9778,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 4, ""find_tripadvisor_restaurant"": 4, ""get_tripadvisor_reviews"": 4}",3,5,3,5,
V2_3,sliwka_w_kompot,q3_price_comparison,True,222.92,False,,ok,False,"marketing_digital,menu_pricing,review_analyst",24,16,profitroom.com,0.167,2,community;consumer_platforms,24,16,profitroom.com,0.167,2,community;consumer_platforms,2,TripAdvisor;Uber Eats,True,True,True,206430,177631,8386,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 6, ""find_tripadvisor_restaurant"": 1, ""get_tripadvisor_reviews"": 1}",3,5,5,5,
V2_3,sliwka_w_kompot,q4_sentiment_themes,False,231.23,False,,ok,False,"guest_intelligence,review_analyst",18,11,trojmiasto.pl,0.222,3,community;consumer_platforms;industry,18,11,trojmiasto.pl,0.222,3,community;consumer_platforms;industry,1,TripAdvisor,True,True,True,178672,158630,7094,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""search_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""find_tripadvisor_restaurant"": 1, ""get_google_reviews"": 5, ""get_tripadvisor_reviews"": 1}",5,5,5,5,
V2_3,sliwka_w_kompot,q5_thriving_formats,False,246.33,False,,ok,False,"dynamic_researcher_1,location_traffic,market_landscape,review_analyst",29,14,esopot.pl,0.345,4,commercial_listings;community;consumer_platforms;local_press,29,14,esopot.pl,0.345,4,commercial_listings;community;consumer_platforms;local_press,1,TripAdvisor,True,True,True,216868,184546,9679,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 5, ""find_tripadvisor_restaurant"": 5, ""get_tripadvisor_reviews"": 4}",1,5,1,5,
V2_3,sliwka_w_kompot,q6_market_saturation,False,214.78,False,,ok,False,"location_traffic,market_landscape,menu_pricing,review_analyst",30,23,esopot.pl,0.133,4,commercial_listings;community;consumer_platforms;local_press,30,23,esopot.pl,0.133,4,commercial_listings;community;consumer_platforms;local_press,1,TripAdvisor,True,True,True,208611,169476,8790,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 1, ""find_tripadvisor_restaurant"": 5, ""get_tripadvisor_reviews"": 2}",0,5,2,5,
V2_3,sliwka_w_kompot,q7_market_performance,False,329.38,False,,ok,False,"market_landscape,marketing_digital,menu_pricing,revenue_sales,review_analyst",56,34,esopot.pl,0.107,4,community;consumer_platforms;influencers_blogs;local_press,56,34,esopot.pl,0.107,4,community;consumer_platforms;influencers_blogs;local_press,3,TripAdvisor;Uber Eats;Wolt,True,True,True,260536,201943,10966,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 4, ""find_tripadvisor_restaurant"": 1, ""get_tripadvisor_reviews"": 1}",5,5,5,5,
V2_3,sliwka_w_kompot,q8_wage_benchmarks,False,218.61,False,,ok,False,"dynamic_researcher_1,location_traffic,operations",31,20,olx.pl,0.161,3,commercial_listings;community;local_press,31,20,olx.pl,0.161,3,commercial_listings;community;local_press,0,,True,False,False,67789,38949,7093,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""set_specialist_briefs"": 1}",1,5,2,5,
