variant,venue_key,query_id,primary_probe,elapsed_s,timed_out,error,synth_outcome,gap_ran,specialists_dispatched,p1_urls,p1_unique_domains,p1_top_domain,p1_top_domain_share,p1_category_count,p1_categories,final_urls,final_unique_domains,final_top_domain,final_top_domain_share,final_category_count,final_categories,wall_brand_count,wall_brands,has_google_maps_pill,has_google_reviews_pill,has_tripadvisor_pill,tokens_total,tokens_prompt,tokens_candidates,tool_call_counts,faithfulness,completeness,specificity,investigative_stance,judge_error
V2_2,monsun,q3_price_comparison,True,229.96,False,,ok,False,"guest_intelligence,marketing_digital,menu_pricing,review_analyst",15,10,pyszne.pl,0.2,2,community;consumer_platforms,15,10,pyszne.pl,0.2,2,community;consumer_platforms,1,Wolt,True,True,False,173571,134389,9476,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""search_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 1, ""find_tripadvisor_restaurant"": 1}",2,5,3,5,
V2_2,monsun,q4_sentiment_themes,False,245.63,False,,ok,False,"guest_intelligence,review_analyst",15,9,trojmiasto.pl,0.2,2,community;consumer_platforms,15,9,trojmiasto.pl,0.2,2,community;consumer_platforms,1,Wolt,True,True,False,132455,112835,6403,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""search_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 1, ""find_tripadvisor_restaurant"": 1}",5,5,5,5,
V2_2,monsun,q5_thriving_formats,False,292.22,False,,ok,False,"guest_intelligence,location_traffic,market_landscape,review_analyst",25,18,trojmiasto.pl,0.24,2,commercial_listings;community,25,18,trojmiasto.pl,0.24,2,commercial_listings;community,0,,True,True,False,166113,131026,8718,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 1, ""find_tripadvisor_restaurant"": 1}",5,5,5,5,
V2_2,monsun,q6_market_saturation,False,273.52,False,,ok,False,"location_traffic,market_landscape,menu_pricing,review_analyst",32,22,trojmiasto.pl,0.219,4,commercial_listings;community;consumer_platforms;local_press,32,22,trojmiasto.pl,0.219,4,commercial_listings;community;consumer_platforms;local_press,1,TripAdvisor,True,True,True,191143,147712,9401,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 1, ""find_tripadvisor_restaurant"": 6, ""get_tripadvisor_reviews"": 1}",2,5,4,5,
V2_2,monsun,q7_market_performance,False,220.24,False,,ok,False,"location_traffic,market_landscape,marketing_digital,menu_pricing,review_analyst",37,22,trojmiasto.pl,0.189,4,commercial_listings;community;consumer_platforms;local_press,35,21,trojmiasto.pl,0.2,4,commercial_listings;community;consumer_platforms;local_press,1,Wolt,True,True,False,203981,149729,10264,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""search_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""find_tripadvisor_restaurant"": 1, ""get_google_reviews"": 5, ""fetch_web_content"": 2}",5,5,5,5,
V2_2,monsun,q8_wage_benchmarks,False,137.35,False,,ok,False,"dynamic_researcher_1,operations",29,14,jooble.org,0.207,1,commercial_listings,29,14,jooble.org,0.207,1,commercial_listings,0,,True,False,False,47164,30021,4952,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""set_specialist_briefs"": 1}",1,5,2,5,
V2_2,sliwka_w_kompot,q1_openings_closings,True,323.81,False,,ok,False,"location_traffic,market_landscape,marketing_digital,menu_pricing,review_analyst",33,15,esopot.pl,0.242,4,commercial_listings;community;consumer_platforms;influencers_blogs,30,14,esopot.pl,0.267,4,commercial_listings;community;consumer_platforms;influencers_blogs,1,TripAdvisor,True,True,True,235574,186179,9541,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 5, ""find_tripadvisor_restaurant"": 1, ""fetch_web_content"": 3, ""get_tripadvisor_reviews"": 1}",2,5,3,5,
V2_2,sliwka_w_kompot,q2_closures_lessons,True,229.98,False,,ok,False,"location_traffic,market_landscape,marketing_digital,menu_pricing,review_analyst",38,26,where2b.org,0.079,3,community;consumer_platforms;industry,35,25,where2b.org,0.086,3,community;consumer_platforms;industry,2,TripAdvisor;Glovo,True,True,True,253755,203447,9991,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 4, ""find_tripadvisor_restaurant"": 4, ""fetch_web_content"": 3, ""get_tripadvisor_reviews"": 4}",2,5,5,5,
V2_2,sliwka_w_kompot,q3_price_comparison,True,288.14,False,,ok,False,"guest_intelligence,marketing_digital,menu_pricing,review_analyst",39,21,trojmiasto.pl,0.231,3,community;consumer_platforms;influencers_blogs,39,21,trojmiasto.pl,0.231,3,community;consumer_platforms;influencers_blogs,2,TripAdvisor;Uber Eats,True,True,True,201600,164972,8869,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 1, ""find_tripadvisor_restaurant"": 5, ""get_tripadvisor_reviews"": 2}",5,5,5,5,
V2_2,sliwka_w_kompot,q4_sentiment_themes,False,247.66,False,,ok,False,"guest_intelligence,review_analyst",20,13,wanderlog.com,0.15,2,community;consumer_platforms,20,13,wanderlog.com,0.15,2,community;consumer_platforms,1,TripAdvisor,True,True,True,156029,136018,6604,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""search_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 1, ""find_tripadvisor_restaurant"": 1, ""get_tripadvisor_reviews"": 1}",3,5,4,5,
V2_2,sliwka_w_kompot,q5_thriving_formats,False,254.21,False,,ok,False,"location_traffic,market_landscape,menu_pricing,review_analyst",20,16,esopot.pl,0.1,3,commercial_listings;community;consumer_platforms,19,15,esopot.pl,0.105,3,commercial_listings;community;consumer_platforms,1,TripAdvisor,True,True,True,202738,166972,9364,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 5, ""find_tripadvisor_restaurant"": 1, ""fetch_web_content"": 1, ""get_tripadvisor_reviews"": 1}",2,5,3,5,
V2_2,sliwka_w_kompot,q6_market_saturation,False,312.67,False,,ok,False,"guest_intelligence,location_traffic,market_landscape,review_analyst",27,15,esopot.pl,0.222,3,commercial_listings;community;consumer_platforms,27,15,esopot.pl,0.222,3,commercial_listings;community;consumer_platforms,1,TripAdvisor,True,True,True,197446,166378,9466,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 5, ""find_tripadvisor_restaurant"": 1, ""get_tripadvisor_reviews"": 1}",0,5,0,5,
V2_2,sliwka_w_kompot,q7_market_performance,False,324.96,False,,ok,False,"location_traffic,market_landscape,marketing_digital,menu_pricing,revenue_sales,review_analyst",70,37,trojmiasto.pl,0.157,3,community;consumer_platforms;industry,68,37,trojmiasto.pl,0.162,3,community;consumer_platforms;industry,4,TripAdvisor;Uber Eats;Wolt;Glovo,True,True,True,238602,177569,11443,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 5, ""find_tripadvisor_restaurant"": 1, ""get_tripadvisor_reviews"": 1, ""fetch_web_content"": 3}",2,5,2,5,
V2_2,sliwka_w_kompot,q8_wage_benchmarks,False,185.36,False,,ok,False,"dynamic_researcher_1,operations",1,1,google.com,1.0,0,,1,1,google.com,1.0,0,,0,,True,False,False,57484,34604,5267,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""set_specialist_briefs"": 1}",0,5,0,5,
