variant,venue_key,query_id,primary_probe,elapsed_s,timed_out,error,synth_outcome,gap_ran,specialists_dispatched,p1_urls,p1_unique_domains,p1_top_domain,p1_top_domain_share,p1_category_count,p1_categories,final_urls,final_unique_domains,final_top_domain,final_top_domain_share,final_category_count,final_categories,wall_brand_count,wall_brands,has_google_maps_pill,has_google_reviews_pill,has_tripadvisor_pill,tokens_total,tokens_prompt,tokens_candidates,tool_call_counts,faithfulness,completeness,specificity,investigative_stance,judge_error
V0,monsun,q4_sentiment_themes,False,203.34,False,,ok,False,"guest_intelligence,review_analyst",9,6,trojmiasto.pl,0.333,2,community;consumer_platforms,9,6,trojmiasto.pl,0.333,2,community;consumer_platforms,1,Wolt,True,True,False,134741,112577,6376,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""search_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 1, ""find_tripadvisor_restaurant"": 1}",5,5,5,5,
V0,monsun,q5_thriving_formats,False,383.91,False,,ok,False,"guest_intelligence,location_traffic,market_landscape,review_analyst",40,20,trojmiasto.pl,0.475,3,community;consumer_platforms;industry,40,20,trojmiasto.pl,0.475,3,community;consumer_platforms;industry,1,Uber Eats,True,True,False,180966,140795,9391,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 1, ""find_tripadvisor_restaurant"": 2}",1,5,2,5,
V0,monsun,q6_market_saturation,False,230.79,False,,ok,False,"location_traffic,market_landscape,menu_pricing",23,20,trojmiasto.pl,0.13,4,commercial_listings;community;consumer_platforms;local_press,23,20,trojmiasto.pl,0.13,4,commercial_listings;community;consumer_platforms;local_press,2,Uber Eats;Wolt,True,False,False,138923,112312,7581,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1}",5,5,5,5,
V0,monsun,q7_market_performance,False,425.47,False,,ok,False,"market_landscape,menu_pricing,review_analyst",24,13,trojmiasto.pl,0.333,2,community;consumer_platforms,24,13,trojmiasto.pl,0.333,2,community;consumer_platforms,1,Wolt,True,True,False,219388,177264,8352,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""search_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""find_tripadvisor_restaurant"": 3, ""get_google_reviews"": 1}",2,5,3,5,
V0,monsun,q8_wage_benchmarks,False,193.72,False,,ok,False,"dynamic_researcher_1,operations",14,6,pracuj.pl,0.286,1,commercial_listings,14,6,pracuj.pl,0.286,1,commercial_listings,0,,True,False,False,52779,30082,5262,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""set_specialist_briefs"": 1}",1,5,1,5,
V0,sliwka_w_kompot,q1_openings_closings,True,309.15,False,,ok,False,"dynamic_researcher_1,location_traffic,market_landscape",26,10,esopot.pl,0.308,1,community,26,10,esopot.pl,0.308,1,community,0,,True,False,False,155244,115560,8995,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1}",0,2,1,5,
V0,sliwka_w_kompot,q2_closures_lessons,True,227.37,False,,ok,False,"guest_intelligence,location_traffic,market_landscape",9,7,esopot.pl,0.333,2,commercial_listings;community,9,7,esopot.pl,0.333,2,commercial_listings;community,0,,True,False,False,125455,94097,8215,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1}",5,5,5,5,
V0,sliwka_w_kompot,q3_price_comparison,True,272.06,False,,ok,False,"menu_pricing,review_analyst",12,9,pizzatopia.com,0.167,1,consumer_platforms,7,6,google.com,0.286,1,consumer_platforms,1,Wolt,True,True,False,240398,206133,6284,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""find_tripadvisor_restaurant"": 2, ""get_google_reviews"": 5, ""fetch_web_content"": 6, ""get_tripadvisor_reviews"": 1}",0,5,0,5,
V0,sliwka_w_kompot,q4_sentiment_themes,False,431.45,False,,ok,False,"guest_intelligence,review_analyst",26,14,trojmiasto.pl,0.308,3,community;consumer_platforms;industry,26,14,trojmiasto.pl,0.308,3,community;consumer_platforms;industry,1,TripAdvisor,True,True,True,180822,157505,6742,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 1, ""find_tripadvisor_restaurant"": 9, ""get_tripadvisor_reviews"": 2}",2,5,2,5,
V0,sliwka_w_kompot,q5_thriving_formats,False,315.32,False,,ok,False,"guest_intelligence,market_landscape,review_analyst",3,2,google.com,0.667,1,consumer_platforms,3,2,google.com,0.667,1,consumer_platforms,1,TripAdvisor,True,True,True,251127,217120,7804,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 1, ""find_tripadvisor_restaurant"": 9, ""get_tripadvisor_reviews"": 3}",0,5,1,5,
V0,sliwka_w_kompot,q6_market_saturation,False,204.17,False,,ok,False,"guest_intelligence,location_traffic,market_landscape",43,29,esopot.pl,0.186,4,commercial_listings;community;industry;local_press,43,29,esopot.pl,0.186,4,commercial_listings;community;industry;local_press,1,NielsenIQ,True,False,False,146426,121477,6727,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1}",2,5,3,5,
V0,sliwka_w_kompot,q7_market_performance,False,335.37,False,,ok,False,"guest_intelligence,market_landscape,menu_pricing,review_analyst",38,16,esopot.pl,0.289,1,community,32,14,esopot.pl,0.344,1,community,0,,True,True,False,345689,299601,10537,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 8, ""find_tripadvisor_restaurant"": 7, ""fetch_web_content"": 6, ""get_tripadvisor_reviews"": 2}",5,5,5,5,
V0,sliwka_w_kompot,q8_wage_benchmarks,False,206.86,False,,ok,False,"dynamic_researcher_1,operations",23,8,jooble.org,0.391,1,commercial_listings,23,8,jooble.org,0.391,1,commercial_listings,0,,True,False,False,51324,32190,5332,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""set_specialist_briefs"": 1}",1,5,2,5,
